"PD","LINE_CD","LINE_NAME","item_cd","ITEM_NAME","MODEL","SCAN_QTY","WI","PROD_ITEM","PROD_PLAN","WORK_ODR_DLV_DATE","SCAN_LOT","TAG_TYP","TAG_READED","SCAN_EMP","TERM_CD","UPDATE_DATE","UPDATE_BY","TAG_SEQ","LOCATION_PART"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025016","01186","PICK001","2019-10-15 14:47:00","01186","5100081455016","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025036","01186","PICK001","2019-10-15 14:47:00","01186","5100081455036","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081325","1","GD5100081325J113-12500               L403900000072500000025008","01186","PICK001","2019-10-15 14:47:00","01186","5100081325008","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025060","01186","PICK001","2019-10-15 14:47:00","01186","5100081455060","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025056","01186","PICK001","2019-10-15 14:47:00","01186","5100081455056","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025037","01186","PICK001","2019-10-15 14:47:00","01186","5100081455037","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025033","01186","PICK001","2019-10-15 14:47:00","01186","5100081455033","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025029","01186","PICK001","2019-10-15 14:47:00","01186","5100081455029","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025032","01186","PICK001","2019-10-15 14:47:00","01186","5100081455032","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025020","01186","PICK001","2019-10-15 14:47:00","01186","5100081455020","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025044","01186","PICK001","2019-10-15 14:47:00","01186","5100081455044","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081325","1","GD5100081325J113-12500               L403900000072500000025009","01186","PICK001","2019-10-15 14:47:00","01186","5100081325009","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025048","01186","PICK001","2019-10-15 14:47:00","01186","5100081455048","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025024","01186","PICK001","2019-10-15 14:47:00","01186","5100081455024","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025028","01186","PICK001","2019-10-15 14:47:00","01186","5100081455028","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025040","01186","PICK001","2019-10-15 14:47:00","01186","5100081455040","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025052","01186","PICK001","2019-10-15 14:47:00","01186","5100081455052","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025004","01186","PICK001","2019-10-15 14:47:00","01186","5100081455004","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025008","01186","PICK001","2019-10-15 14:47:00","01186","5100081455008","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025064","01186","PICK001","2019-10-15 14:47:00","01186","5100081455064","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","25.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081455","1","GD5100081455J113-12500               L403900000160000000025005","01186","PICK001","2019-10-15 14:47:00","01186","5100081455005","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J113-12500","BEARING UNIT","G-CAR(4N15)","10.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081575","1","GD5100081575J113-12500               L403900000072500000025008","01186","PICK001","2019-10-15 14:47:00","01186","5100081575008","H4GE0205"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081576","1","GD5100081576J123-13700               L404800000072000000060007","01434","PICK001","2019-10-16 13:38:00","01434","5100081576007","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081576","1","GD5100081576J123-13700               L404800000072000000060009","01434","PICK001","2019-10-16 13:38:00","01434","5100081576009","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081576","1","GD5100081576J123-13700               L404800000072000000060010","01434","PICK001","2019-10-16 13:38:00","01434","5100081576010","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081576","1","GD5100081576J123-13700               L404800000072000000060008","01434","PICK001","2019-10-16 13:38:00","01434","5100081576008","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081576","1","GD5100081576J123-13700               L404800000072000000060005","01434","PICK001","2019-10-16 13:38:00","01434","5100081576005","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081576","1","GD5100081576J123-13700               L404800000072000000060004","01434","PICK001","2019-10-16 13:38:00","01434","5100081576004","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081456","1","GD5100081456J123-13700               L404800000162000000060015","01434","PICK001","2019-10-16 13:38:00","01434","5100081456015","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081456","1","GD5100081456J123-13700               L404800000162000000060020","01434","PICK001","2019-10-16 13:38:00","01434","5100081456020","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081576","1","GD5100081576J123-13700               L404800000072000000060006","01434","PICK001","2019-10-16 13:38:00","01434","5100081576006","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081456","1","GD5100081456J123-13700               L404800000162000000060027","01434","PICK001","2019-10-16 13:38:00","01434","5100081456027","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081576","1","GD5100081576J123-13700               L404800000072000000060003","01434","PICK001","2019-10-16 13:38:00","01434","5100081576003","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J123-13700","FLANGE","G-CAR(4N15)","60.00","5100119019","1320A047","720","2019-10-16 00:00:00","5100081456","1","GD5100081456J123-13700               L404800000162000000060026","01434","PICK001","2019-10-16 13:38:00","01434","5100081456026","H3GA0101"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J199-37700","STUD BOLT","G-CAR(4N15)","120.00","5100119019","1320A047","2,880","2019-10-16 00:00:00","5100081169","1","GD5100081169J199-37700               L407100000600000000120001","01186","PICK001","2019-10-15 14:59:00","01186","5100081169001","H3GA0102"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J199-37700","STUD BOLT","G-CAR(4N15)","1,840.00","5100119019","1320A047","2,880","2019-10-16 00:00:00","5100081170","1","GD5100081170J199-37700               L407100000300000001840001","01186","PICK001","2019-10-15 14:59:00","01186","5100081170001","H3GA0102"
"K1PD01","K1A003","3E00 4D5 4M4 4G6 WATER PUMP ASSY 4N15 BKT COOLING FAN","J199-37700","STUD BOLT","G-CAR(4N15)","920.00","5100119019","1320A047","2,880","2019-10-16 00:00:00","5100081457","1","GD5100081457J199-37700               L407100001200000003000004","01186","PICK001","2019-10-15 14:59:00","01186","5100081457004","H3GA0102"
